eog_energy_band_hz,eog_energy_high_quantile,eog_energy_low_quantile,n_test_trials,stratum,subject,test_class_counts,test_eog_energy_mean,test_eog_energy_median,train_eog_energy_high_threshold,train_eog_energy_low_threshold,source_file
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A01,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",24.64979019098812,14.4460768699646,16.33059819539388,10.928884506225586,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,78,quiet_low_eog,A01,"{""feet"": 23, ""left hand"": 15, ""right hand"": 15, ""tongue"": 25}",8.986463241088085,9.170013427734377,16.33059819539388,10.928884506225586,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,118,artifact_heavy_high_eog,A01,"{""feet"": 26, ""left hand"": 33, ""right hand"": 34, ""tongue"": 25}",43.77888689202777,21.52152729034424,16.33059819539388,10.928884506225586,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A02,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",43.86055695513884,25.680954933166504,23.95521354675293,16.905189514160156,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,61,quiet_low_eog,A02,"{""feet"": 20, ""left hand"": 11, ""right hand"": 11, ""tongue"": 19}",13.78140115737915,13.974958419799805,23.95521354675293,16.905189514160156,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,156,artifact_heavy_high_eog,A02,"{""feet"": 37, ""left hand"": 39, ""right hand"": 45, ""tongue"": 35}",66.3422114176628,37.52010726928711,23.95521354675293,16.905189514160156,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A03,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",139.62371682458453,14.411746501922607,20.93262036641438,13.84078280131022,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,131,quiet_low_eog,A03,"{""feet"": 43, ""left hand"": 32, ""right hand"": 31, ""tongue"": 25}",10.545212964065202,10.622360229492188,20.93262036641438,13.84078280131022,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,69,artifact_heavy_high_eog,A03,"{""feet"": 16, ""left hand"": 16, ""right hand"": 18, ""tongue"": 19}",540.8824998053951,26.02199935913086,20.93262036641438,13.84078280131022,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A04,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",33.37541318933169,21.237091064453125,23.47934277852376,16.69032859802246,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,98,quiet_low_eog,A04,"{""feet"": 31, ""left hand"": 19, ""right hand"": 20, ""tongue"": 28}",13.578052725110735,14.150423526763916,23.47934277852376,16.69032859802246,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,123,artifact_heavy_high_eog,A04,"{""feet"": 24, ""left hand"": 37, ""right hand"": 38, ""tongue"": 24}",56.33325744256741,36.42705154418945,23.47934277852376,16.69032859802246,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A05,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",49.556329432461,29.022242546081543,41.65262730916341,20.194370905558262,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,99,quiet_low_eog,A05,"{""feet"": 47, ""left hand"": 4, ""right hand"": 7, ""tongue"": 41}",14.819962000606036,14.794949531555176,41.65262730916341,20.194370905558262,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,90,artifact_heavy_high_eog,A05,"{""feet"": 11, ""left hand"": 33, ""right hand"": 37, ""tongue"": 9}",109.56525650024416,68.64266204833984,41.65262730916341,20.194370905558262,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A06,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",31.77422820859485,23.057647705078125,27.69204966227213,20.338815053304035,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,110,quiet_low_eog,A06,"{""feet"": 24, ""left hand"": 29, ""right hand"": 28, ""tongue"": 29}",16.841338244351473,17.36398983001709,27.69204966227213,20.338815053304035,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,89,artifact_heavy_high_eog,A06,"{""feet"": 23, ""left hand"": 16, ""right hand"": 26, ""tongue"": 24}",58.12773668096307,34.23540496826172,27.69204966227213,20.338815053304035,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A07,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",25.615633060534797,16.932126998901367,25.151901880900056,13.640469551086424,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,91,quiet_low_eog,A07,"{""feet"": 36, ""left hand"": 24, ""right hand"": 23, ""tongue"": 8}",11.170679522084663,11.171530723571776,25.151901880900056,13.640469551086424,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,84,artifact_heavy_high_eog,A07,"{""feet"": 13, ""left hand"": 12, ""right hand"": 13, ""tongue"": 46}",51.55858575730097,44.24802207946777,25.151901880900056,13.640469551086424,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A08,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",37.26182731986046,23.013153076171875,30.68842124938964,20.3159974416097,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,119,quiet_low_eog,A08,"{""feet"": 33, ""left hand"": 26, ""right hand"": 35, ""tongue"": 25}",15.650520028186444,15.792932510375977,30.68842124938964,20.3159974416097,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,86,artifact_heavy_high_eog,A08,"{""feet"": 15, ""left hand"": 24, ""right hand"": 26, ""tongue"": 21}",79.10431260840838,42.35260963439941,30.68842124938964,20.3159974416097,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,288,all,A09,"{""feet"": 72, ""left hand"": 72, ""right hand"": 72, ""tongue"": 72}",41.68051224615839,33.94264221191406,43.792912801106766,30.372222900390625,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,111,quiet_low_eog,A09,"{""feet"": 17, ""left hand"": 34, ""right hand"": 36, ""tongue"": 24}",23.90100335645246,24.52777099609375,43.792912801106766,30.372222900390625,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
0.5-10,0.6666666666666666,0.3333333333333333,82,artifact_heavy_high_eog,A09,"{""feet"": 35, ""left hand"": 14, ""right hand"": 13, ""tongue"": 20}",72.22412853706174,56.66485404968262,43.792912801106766,30.372222900390625,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_eog_stratum_rows.csv
